pruning_iteration,sparsity_pct,weights_remaining_pct,test_accuracy,run_type,arch,seed
0,0.0,100.0,80.99,winning_ticket,Conv-6,1
1,17.46943194361892,82.53056805638109,80.87,winning_ticket,Conv-6,1
2,31.824566244940698,68.1754337550593,81.91,winning_ticket,Conv-6,1
3,43.63125689904051,56.36874310095949,82.68,winning_ticket,Conv-6,1
4,53.350899351843985,46.64910064815601,82.45,winning_ticket,Conv-6,1
5,61.35984510769579,38.64015489230421,82.27,winning_ticket,Conv-6,1
6,67.96510146896493,32.03489853103507,81.39,winning_ticket,Conv-6,1
7,73.41777582010133,26.582224179898674,81.43,winning_ticket,Conv-6,1
8,77.92311461605955,22.076885383940446,81.04,winning_ticket,Conv-6,1
9,81.64903873368996,18.35096126631004,78.04,winning_ticket,Conv-6,1
10,84.73326363533441,15.266736364665592,78.02,winning_ticket,Conv-6,1
11,87.28851787382186,12.711482126178145,78.2,winning_ticket,Conv-6,1
12,89.40745202513374,10.592547974866266,77.09,winning_ticket,Conv-6,1
13,91.1661766578925,8.833823342107499,76.23,winning_ticket,Conv-6,1
14,92.62709270895247,7.372907291047522,75.85,winning_ticket,Conv-6,1
15,93.8417218589907,6.158278141009312,74.7,winning_ticket,Conv-6,1
16,94.85247551725114,5.147524482748861,73.22,winning_ticket,Conv-6,1
17,95.69420268319607,4.3057973168039405,71.79,winning_ticket,Conv-6,1
18,96.39578203277574,3.6042179672242507,69.3,winning_ticket,Conv-6,1
19,96.98100641080072,3.0189935891992867,68.61,winning_ticket,Conv-6,1
20,97.46955577255102,2.5304442274489825,59.69,winning_ticket,Conv-6,1
